Y\X	0	0,02	0,04	0,06	0,08	0,1	0,12	0,14	0,16	0,18	0,2	0,22	0,24	0,26	0,28	0,3	0,32	0,34	0,36	0,38	0,4	0,42	0,44	0,46	0,48	0,5	0,52	0,54	0,56	0,58	0,6	0,62	0,64	0,66	0,68	0,7	0,72	0,74	0,76	0,78	0,8	0,82	0,84	0,86	0,88	0,9	0,92	0,94	0,96	0,98	1	1,02	1,04	1,06	1,08	1,1	1,12	1,14	1,16	1,18	1,2	1,22	1,24	1,26	1,28	1,3	1,32	1,34	1,36	1,38	1,4	1,42	1,44	1,46	1,48	1,5	1,52	1,54	1,56	1,58	1,6	1,62	1,64	1,66	1,68	1,7	1,72	1,74	1,76	1,78	1,8	1,82	1,84	1,86	1,88	1,9	1,92	1,94	1,96	1,98	
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0,01	1	1,00000039	1,00000158	1,00000355	1,00000632	1,00000987	1,00001421	1,00001934	1,00002527	1,00003198	1,00003948	1,00004777	1,00005685	1,00006672	1,00007738	1,00008883	1,00010107	1,00011409	1,00012791	1,00014252	1,00015792	1,0001741	1,00019108	1,00020885	1,0002274	1,00024675	1,00026689	1,00028781	1,00030953	1,00033203	1,00035533	1,00037941	1,00040429	1,00042995	1,00045641	1,00048365	1,00051168	1,00054051	1,00057012	1,00060053	1,00063172	1,00066371	1,00069648	1,00073004	1,0007644	1,00079954	1,00083548	1,0008722	1,00090972	1,00094803	1,00098712	1,00102701	1,00106769	1,00110915	1,00115141	1,00119446	1,0012383	1,00128293	1,00132835	1,00137456	1,00142156	1,00146935	1,00151793	1,00156731	1,00161747	1,00166843	1,00172017	1,00177271	1,00182604	1,00188016	1,00193507	1,00199077	1,00204726	1,00210454	1,00216262	1,00222148	1,00228114	1,00234159	1,00240283	1,00246486	1,00252768	1,0025913	1,0026557	1,0027209	1,00278689	1,00285367	1,00292124	1,00298961	1,00305876	1,00312871	1,00319945	1,00327098	1,00334331	1,00341643	1,00349034	1,00356504	1,00364053	1,00371682	1,0037939	1,00387177	
0,02	1	1,00000158	1,00000632	1,00001421	1,00002527	1,00003948	1,00005685	1,00007738	1,00010107	1,00012791	1,00015792	1,00019108	1,0002274	1,00026689	1,00030953	1,00035533	1,00040429	1,00045641	1,00051168	1,00057012	1,00063172	1,00069648	1,0007644	1,00083548	1,00090972	1,00098712	1,00106769	1,00115141	1,0012383	1,00132835	1,00142156	1,00151793	1,00161747	1,00172017	1,00182604	1,00193507	1,00204726	1,00216262	1,00228114	1,00240283	1,00252768	1,0026557	1,00278689	1,00292124	1,00305876	1,00319945	1,00334331	1,00349034	1,00364053	1,0037939	1,00395043	1,00411014	1,00427301	1,00443906	1,00460828	1,00478068	1,00495625	1,00513499	1,0053169	1,00550199	1,00569026	1,0058817	1,00607632	1,00627411	1,00647508	1,00667924	1,00688657	1,00709708	1,00731077	1,00752764	1,00774769	1,00797093	1,00819735	1,00842695	1,00865974	1,00889571	1,00913487	1,00937721	1,00962274	1,00987146	1,01012337	1,01037847	1,01063676	1,01089824	1,01116291	1,01143078	1,01170183	1,01197609	1,01225353	1,01253418	1,01281802	1,01310506	1,01339529	1,01368873	1,01398537	1,01428521	1,01458825	1,01489449	1,01520394	1,01551659	
0,03	1	1,00000355	1,00001421	1,00003198	1,00005685	1,00008883	1,00012791	1,0001741	1,0002274	1,00028781	1,00035533	1,00042995	1,00051168	1,00060053	1,00069648	1,00079954	1,00090972	1,00102701	1,00115141	1,00128293	1,00142156	1,00156731	1,00172017	1,00188016	1,00204726	1,00222148	1,00240283	1,0025913	1,00278689	1,00298961	1,00319945	1,00341643	1,00364053	1,00387177	1,00411014	1,00435564	1,00460828	1,00486807	1,00513499	1,00540905	1,00569026	1,00597861	1,00627411	1,00657676	1,00688657	1,00720352	1,00752764	1,00785891	1,00819735	1,00854294	1,00889571	1,00925564	1,00962274	1,00999702	1,01037847	1,0107671	1,01116291	1,01156591	1,01197609	1,01239346	1,01281802	1,01324978	1,01368873	1,01413489	1,01458825	1,01504881	1,01551659	1,01599158	1,01647378	1,01696321	1,01745985	1,01796373	1,01847483	1,01899316	1,01951873	1,02005154	1,02059159	1,02113889	1,02169344	1,02225525	1,02282431	1,02340063	1,02398421	1,02457507	1,02517319	1,02577859	1,02639128	1,02701124	1,02763849	1,02827304	1,02891488	1,02956402	1,03022046	1,03088422	1,03155528	1,03223366	1,03291936	1,03361239	1,03431274	1,03502043	
0,04	1	1,00000632	1,00002527	1,00005685	1,00010107	1,00015792	1,0002274	1,00030953	1,00040429	1,00051168	1,00063172	1,0007644	1,00090972	1,00106769	1,0012383	1,00142156	1,00161747	1,00182604	1,00204726	1,00228114	1,00252768	1,00278689	1,00305876	1,00334331	1,00364053	1,00395043	1,00427301	1,00460828	1,00495625	1,0053169	1,00569026	1,00607632	1,00647508	1,00688657	1,00731077	1,00774769	1,00819735	1,00865974	1,00913487	1,00962274	1,01012337	1,01063676	1,01116291	1,01170183	1,01225353	1,01281802	1,01339529	1,01398537	1,01458825	1,01520394	1,01583245	1,01647378	1,01712795	1,01779496	1,01847483	1,01916755	1,01987313	1,02059159	1,02132294	1,02206717	1,02282431	1,02359435	1,02437731	1,02517319	1,02598201	1,02680378	1,02763849	1,02848618	1,02934683	1,03022046	1,03110709	1,03200672	1,03291936	1,03384502	1,03478372	1,03573545	1,03670024	1,03767809	1,03866902	1,03967302	1,04069013	1,04172033	1,04276366	1,04382011	1,0448897	1,04597244	1,04706834	1,04817741	1,04929966	1,05043511	1,05158376	1,05274564	1,05392074	1,05510908	1,05631067	1,05752553	1,05875367	1,05999509	1,06124981	1,06251785	
0,05	1	1,00000987	1,00003948	1,00008883	1,00015792	1,00024675	1,00035533	1,00048365	1,00063172	1,00079954	1,00098712	1,00119446	1,00142156	1,00166843	1,00193507	1,00222148	1,00252768	1,00285367	1,00319945	1,00356504	1,00395043	1,00435564	1,00478068	1,00522555	1,00569026	1,00617482	1,00667924	1,00720352	1,00774769	1,00831175	1,00889571	1,00949958	1,01012337	1,0107671	1,01143078	1,01211441	1,01281802	1,01354161	1,01428521	1,01504881	1,01583245	1,01663612	1,01745985	1,01830366	1,01916755	1,02005154	1,02095566	1,0218799	1,02282431	1,02378888	1,02477363	1,02577859	1,02680378	1,0278492	1,02891488	1,03000084	1,03110709	1,03223366	1,03338056	1,03454782	1,03573545	1,03694348	1,03817192	1,03942079	1,04069013	1,04197994	1,04329024	1,04462107	1,04597244	1,04734437	1,04873689	1,05015001	1,05158376	1,05303817	1,05451325	1,05600903	1,05752553	1,05906278	1,06062079	1,06219959	1,06379921	1,06541966	1,06706098	1,06872318	1,0704063	1,07211034	1,07383534	1,07558133	1,07734832	1,07913634	1,08094541	1,08277556	1,08462682	1,0864992	1,08839273	1,09030744	1,09224335	1,09420048	1,09617887	1,09817852	
0,06	1	1,00001421	1,00005685	1,00012791	1,0002274	1,00035533	1,00051168	1,00069648	1,00090972	1,00115141	1,00142156	1,00172017	1,00204726	1,00240283	1,00278689	1,00319945	1,00364053	1,00411014	1,00460828	1,00513499	1,00569026	1,00627411	1,00688657	1,00752764	1,00819735	1,00889571	1,00962274	1,01037847	1,01116291	1,01197609	1,01281802	1,01368873	1,01458825	1,01551659	1,01647378	1,01745985	1,01847483	1,01951873	1,02059159	1,02169344	1,02282431	1,02398421	1,02517319	1,02639128	1,02763849	1,02891488	1,03022046	1,03155528	1,03291936	1,03431274	1,03573545	1,03718753	1,03866902	1,04017994	1,04172033	1,04329024	1,0448897	1,04651874	1,04817741	1,04986574	1,05158376	1,05333153	1,05510908	1,05691644	1,05875367	1,06062079	1,06251785	1,06444489	1,06640195	1,06838907	1,0704063	1,07245366	1,07453122	1,076639	1,07877705	1,08094541	1,08314412	1,08537323	1,08763278	1,0899228	1,09224335	1,09459446	1,09697617	1,09938854	1,10183158	1,10430536	1,10680991	1,10934528	1,11191149	1,1145086	1,11713665	1,11979567	1,1224857	1,12520679	1,12795897	1,13074229	1,13355677	1,13640246	1,1392794	1,14218762	
0,07	1	1,00001934	1,00007738	1,0001741	1,00030953	1,00048365	1,00069648	1,00094803	1,0012383	1,00156731	1,00193507	1,00234159	1,00278689	1,00327098	1,0037939	1,00435564	1,00495625	1,00559573	1,00627411	1,00699142	1,00774769	1,00854294	1,00937721	1,01025052	1,01116291	1,01211441	1,01310506	1,01413489	1,01520394	1,01631224	1,01745985	1,0186468	1,01987313	1,02113889	1,02244413	1,02378888	1,02517319	1,02659712	1,02806071	1,02956402	1,03110709	1,03268998	1,03431274	1,03597543	1,03767809	1,03942079	1,04120359	1,04302654	1,0448897	1,04679313	1,04873689	1,05072103	1,05274564	1,05481075	1,05691644	1,05906278	1,06124981	1,06347762	1,06574626	1,06805579	1,0704063	1,07279782	1,07523045	1,07770424	1,08021925	1,08277556	1,08537323	1,08801233	1,09069293	1,09341508	1,09617887	1,09898435	1,10183158	1,10472065	1,10765161	1,11062453	1,11363947	1,11669649	1,11979567	1,12293706	1,12612073	1,12934674	1,13261515	1,13592601	1,1392794	1,14267537	1,14611397	1,14959526	1,15311931	1,15668615	1,16029585	1,16394845	1,16764401	1,17138258	1,17516419	1,17898891	1,18285676	1,18676779	1,19072205	1,19471957	
0,08	1	1,00002527	1,00010107	1,0002274	1,00040429	1,00063172	1,00090972	1,0012383	1,00161747	1,00204726	1,00252768	1,00305876	1,00364053	1,00427301	1,00495625	1,00569026	1,00647508	1,00731077	1,00819735	1,00913487	1,01012337	1,01116291	1,01225353	1,01339529	1,01458825	1,01583245	1,01712795	1,01847483	1,01987313	1,02132294	1,02282431	1,02437731	1,02598201	1,02763849	1,02934683	1,03110709	1,03291936	1,03478372	1,03670024	1,03866902	1,04069013	1,04276366	1,0448897	1,04706834	1,04929966	1,05158376	1,05392074	1,05631067	1,05875367	1,06124981	1,06379921	1,06640195	1,06905813	1,07176786	1,07453122	1,07734832	1,08021925	1,08314412	1,08612303	1,08915607	1,09224335	1,09538496	1,09858101	1,10183158	1,10513679	1,10849673	1,11191149	1,11538118	1,11890589	1,1224857	1,12612073	1,12981106	1,13355677	1,13735797	1,14121474	1,14512716	1,14909532	1,15311931	1,1571992	1,16133507	1,165527	1,16977507	1,17407934	1,17843988	1,18285676	1,18733004	1,19185978	1,19644604	1,20108887	1,20578831	1,21054442	1,21535724	1,22022679	1,22515312	1,23013626	1,23517622	1,24027303	1,2454267	1,25063724	1,25590466	
