Y\X	0	0,04	0,08	0,12	0,16	0,2	0,24	0,28	0,32	0,36	0,4	0,44	0,48	0,52	0,56	0,6	0,64	0,68	0,72	0,76	0,8	0,84	0,88	0,92	0,96	1	1,04	1,08	1,12	1,16	1,2	1,24	1,28	1,32	1,36	1,4	1,44	1,48	1,52	1,56	1,6	1,64	1,68	1,72	1,76	1,8	1,84	1,88	1,92	1,96	
0	0	0,12533323	0,24868989	0,36812455	0,48175367	0,58778525	0,68454711	0,77051324	0,84432793	0,90482705	0,95105652	0,98228725	0,99802673	0,99802673	0,98228725	0,95105652	0,90482705	0,84432793	0,77051324	0,68454711	0,58778525	0,48175367	0,36812455	0,24868989	0,12533323	0	0,12533323	0,24868989	0,36812455	0,48175367	0,58778525	0,68454711	0,77051324	0,84432793	0,90482705	0,95105652	0,98228725	0,99802673	0,99802673	0,98228725	0,95105652	0,90482705	0,84432793	0,77051324	0,68454711	0,58778525	0,48175367	0,36812455	0,24868989	0,12533323	
0,02	0,0196	0,13553608	0,25066965	0,36262889	0,46946155	0,56939296	0,66079777	0,7422076	0,81232604	0,87004545	0,91446326	0,94489495	0,96088564	0,96221766	0,94891397	0,92124898	0,87973368	0,82512635	0,75843428	0,68091327	0,59409467	0,49985362	0,40060237	0,29991395	0,20516583	0,14516285	0,20643925	0,30244238	0,40434632	0,50475295	0,60006953	0,68786393	0,76624199	0,833654	0,88882683	0,93074098	0,9586244	0,97195245	0,97044946	0,95408907	0,92309265	0,87792505	0,81928746	0,7481073	0,66552603	0,57288526	0,47171331	0,36371687	0,25079105	0,13510293	
0,04	0,0384	0,14597597	0,25347296	0,35845825	0,45895377	0,55320744	0,6396387	0,71683275	0,7835481	0,83872981	0,88152321	0,9112858	0,92759824	0,93027003	0,91935399	0,8951403	0,85816323	0,80921411	0,74934767	0,67990664	0,60258207	0,5195545	0,43384043	0,35026851	0,27865443	0,24424488	0,2812391	0,35539961	0,44143855	0,52950039	0,61471595	0,69402919	0,76522147	0,82656476	0,87668207	0,91448987	0,93917318	0,95017476	0,94719134	0,93017058	0,89930816	0,85504296	0,79805076	0,7292355	0,64971943	0,56083348	0,46411062	0,36129026	0,2543538	0,14565844	
0,06	0,0564	0,15645799	0,25692786	0,35544626	0,45005792	0,53904484	0,62087251	0,69417746	0,75776965	0,81064363	0,85198943	0,881204	0,89789912	0,90191829	0,8933304	0,87244832	0,83983011	0,79629289	0,74293419	0,68116882	0,61281534	0,54027872	0,46696039	0,39824768	0,34390448	0,32193004	0,34784313	0,40606604	0,47853909	0,55543853	0,63131701	0,70271365	0,76716595	0,8227996	0,86814777	0,90206891	0,92370722	0,93247415	0,92803934	0,91032525	0,8795029	0,83598702	0,78043007	0,71371493	0,63694721	0,55144886	0,4587568	0,36063534	0,25912256	0,15666102	
0,08	0,0736	0,16685658	0,26088607	0,35343973	0,44261188	0,52673141	0,6043127	0,6740421	0,73477877	0,78556376	0,82562889	0,85440575	0,87154395	0,87690485	0,87058282	0,85291082	0,82446414	0,78608234	0,73889529	0,68436981	0,62440874	0,56154529	0,49933514	0,44315059	0,401551	0,38681349	0,406891	0,45375051	0,51503583	0,58210735	0,64951259	0,71361715	0,77181083	0,82211596	0,86299569	0,89325973	0,91201607	0,91864686	0,91279596	0,89436167	0,86349163	0,8205778	0,76625122	0,70137567	0,62704177	0,544563	0,45547749	0,36156371	0,2648858	0,16789582	
0,1	0,09	0,17708481	0,26522245	0,35229921	0,43646464	0,51610404	0,58978349	0,65623856	0,71437581	0,7632799	0,80221963	0,83066795	0,8482945	0,85499048	0,85086967	0,83628043	0,81181248	0,77832103	0,73695595	0,6892132	0,63703417	0,58298601	0,53058478	0,4848326	0,45280009	0,44288596	0,45959326	0,49831867	0,55056357	0,60915834	0,66900029	0,72647423	0,77891622	0,82429116	0,86101524	0,88786073	0,90390532	0,90850488	0,90127924	0,88210376	0,85110389	0,80865027	0,75535399	0,6920613	0,61984889	0,54002143	0,45411465	0,36391046	0,27147398	0,17922223	
0,12	0,1056	0,18707825	0,26983738	0,35189897	0,43147653	0,50701022	0,5771199	0,64059009	0,69637296	0,74359183	0,78155959	0,80977187	0,82793247	0,83595278	0,8339637	0,82232589	0,80163927	0,77276709	0,73686706	0,69544118	0,6504249	0,60433901	0,56052571	0,52345061	0,49879978	0,49243151	0,50710302	0,53993678	0,58495412	0,63634977	0,68953802	0,74105718	0,7882689	0,82912387	0,8620142	0,88568729	0,89919688	0,90187613	0,89332278	0,87339067	0,84218421	0,80005395	0,74759231	0,68562924	0,61522822	0,53768441	0,4545276	0,36753407	0,27875259	0,19054343	
0,14	0,1204	0,19678659	0,27464684	0,35212654	0,42751886	0,49930791	0,5661676	0,62693102	0,68059144	0,72631817	0,76344995	0,79151995	0,81025402	0,81958322	0,81965223	0,81083113	0,79372549	0,76920025	0,73840817	0,70283397	0,66437039	0,62543338	0,5891118	0,5592929	0,54050591	0,53693805	0,55038113	0,578903	0,61817608	0,66353104	0,71094082	0,75717623	0,79968312	0,83643447	0,86581934	0,88657207	0,89772907	0,89860443	0,88877585	0,86807692	0,83659214	0,79465303	0,74283451	0,68195117	0,61305376	0,5374274	0,45659299	0,37231475	0,28661488	0,20178959	
0,16	0,1344	0,20616891	0,27957875	0,3528875	0,42447358	0,49286528	0,55678269	0,61510375	0,66686998	0,71128034	0,74771334	0,77572677	0,79506856	0,80568634	0,80773623	0,80159546	0,78787161	0,76742291	0,74138472	0,7112069	0,67871098	0,64616925	0,61638269	0,59268624	0,57868745	0,57745381	0,59020157	0,61555406	0,65028384	0,69062259	0,73307434	0,77467745	0,81300022	0,84606523	0,87227628	0,89036508	0,89935676	0,89854962	0,88750332	0,8660324	0,83420236	0,7923266	0,74096348	0,68091312	0,61321411	0,53914111	0,46020435	0,37815222	0,29497587	0,21290864	
