Y\X	0	0,4	0,8	1,2	1,6	
0	0	0,95105652	0,58778525	0,58778525	0,95105652	
0,2	0,16	0,77370143	0,74756011	0,81738965	0,92222425	
0,4	0,24	0,76431401	0,9073501	1,07825412	1,16616153	
0,6	0,24	0,85025391	1,07619143	1,39188042	1,71162741	
0,8	0,16	1,04028422	1,23060758	1,72851057	2,74494472	
1	0	1,4188096	1,30814014	1,95151576	4,71061376	
						
