Y\X	0	0,4	0,8	1,2	1,6	
0	0	0,95105652	0,58778525	0,58778525	0,95105652	
0,2	0,16	0,16	0,16	0,16	0,16	
0,4	0,24	0,24	0,24	0,24	0,24	
0,6	0,24	0,24	0,24	0,24	0,24	
0,8	0,16	0,16	0,16	0,16	0,16	
1	0	1,4188096	1,30814014	1,95151576	4,71061376	
						
